Country,Year,Item,Area harvested,Production,Yield,Avg_Temperature,Avg_CO2_Emissions,Avg_Sea_Level_Rise,Avg_Precipitation,Avg_Humidity,Avg_Wind_Speed
Antigua and Barbuda,2016,Crops Primary,4678,25795.55,1481769,17.90643401,399.7564787,0.571371609,68.85930347,38.88320146,34.90442885
Antigua and Barbuda,2017,Crops Primary,4437,22763.18,1419030,14.01694683,414.7762038,0.129330969,40.47304382,68.3732312,17.9986975
Antigua and Barbuda,2018,Crops Primary,4253,21301.36,1333873,16.3315646,386.4460618,0.671408764,61.48999267,32.0530604,12.84940665
Antigua and Barbuda,2019,Crops Primary,4077,20404.98,1352190,13.86709519,401.4957533,0.107438295,49.20476549,70.1717499,28.69234614
Antigua and Barbuda,2020,Crops Primary,3901,19689.21,1877658,15.05562173,387.6860706,-0.543795001,46.5389702,26.48089773,6.457251677
Antigua and Barbuda,2021,Crops Primary,4235,19736.06,1250401,20.14153523,474.7726421,-0.089897077,56.30578982,94.76963827,35.64761657
Antigua and Barbuda,2022,Crops Primary,4131,20021.84,1240188,12.73142116,446.2737786,-0.133741093,29.88199699,78.85012988,22.76094203
Argentina,2000,Crops Primary,33642415.85,163884032.3,8634220.7,16.8005607,343.9855633,-1.369808237,78.15047182,49.81580103,34.97887044
Argentina,2001,Crops Primary,35150976.09,171509320.1,8800638.26,13.03982213,446.0541193,0.240781805,55.26290262,48.2213067,27.102016
Argentina,2002,Crops Primary,35800933.31,170389629.5,8578321.9,21.78244431,429.0368064,0.287862388,4.110646378,61.64129283,19.1939466
Argentina,2003,Crops Primary,34933361.89,175442348.8,8825198.13,17.78163686,445.4235403,-0.538403128,39.22033621,53.52280364,17.98988715
Argentina,2004,Crops Primary,35901882.67,174218641.6,8903738.22,8.163973246,377.7505429,-0.119907603,29.13576884,58.47367063,26.8317904
Argentina,2005,Crops Primary,37702200.91,204524814.2,9230496.47,11.87525229,361.360784,-1.514667136,68.58187121,86.28159757,30.50748874
Argentina,2006,Crops Primary,35989187,192594564.9,9189694.86,14.31183776,367.9191499,0.204702968,25.87639207,2.040945566,15.24057507
Argentina,2007,Crops Primary,39160597,213263527.2,8903011.38,13.05347181,432.4190183,-0.03722064,83.62585158,49.24587155,6.758948439
Argentina,2008,Crops Primary,41744389.83,223470890.2,8963678.81,9.139744514,378.0831906,0.550607026,36.90843633,48.31158138,23.31938457
Argentina,2009,Crops Primary,36400984,169277671.5,9041892.34,20.35158847,383.6089331,0.129867281,61.3863961,45.63516101,20.85054053
Argentina,2010,Crops Primary,38121833.52,202589970.7,9033170.91,7.074788687,406.0974544,-0.049366967,12.72418096,77.00583286,19.72000251
Argentina,2011,Crops Primary,44727814.66,227408000.4,9379341.71,14.06584567,399.0514046,0.196581708,99.74713761,45.96491517,5.827438429
Argentina,2012,Crops Primary,44423958,208642349.6,8938132.67,13.95197258,395.036448,-0.508765588,38.14928717,70.15584339,15.30839519
Argentina,2013,Crops Primary,43879194,232083216.9,9104857,20.53096465,380.1475546,0.498759459,30.0378014,40.89489034,24.83481741
Argentina,2015,Crops Primary,47138875.66,244503446.9,8901862.07,11.63779374,387.0073703,-0.488695291,51.25191271,39.43901891,11.40544093
Argentina,2016,Crops Primary,46917643.22,250958019.3,8918876.36,13.16662533,373.1988112,-0.44336427,23.34969396,49.51772343,23.71410043
Argentina,2018,Crops Primary,50644330.08,253113401,9041283.77,13.1916355,423.4770642,1.273781556,44.84492307,48.0049695,41.36721273
Argentina,2019,Crops Primary,51429186.12,295413097.1,9091238.34,11.93216678,309.2206231,0.903669516,44.21634436,23.4966996,6.201195707
Argentina,2020,Crops Primary,54322416.32,289661040.7,9027469.91,16.58572397,501.1259936,-0.640708192,28.74622519,13.81974699,6.139797913
Argentina,2021,Crops Primary,54833291.21,292296167.8,9160290.04,15.34585387,459.6041696,-0.571398787,66.98699547,16.89504786,1.602087384
Argentina,2022,Crops Primary,56343509.27,294434068.4,9376398.18,14.12456301,397.3898635,-0.079444826,61.66821053,32.08972985,22.14024538
Armenia,2000,Crops Primary,502066,2357325,2928783,15.44157781,349.484221,0.342653393,28.45309067,31.42690698,33.63772991
Armenia,2001,Crops Primary,570008,2879718,3270943,15.31710885,322.2816418,-0.194398439,79.88167876,87.78296574,35.20992454
Armenia,2002,Crops Primary,550010,3041984,3291131,13.17798328,381.9359541,-0.781468364,53.30297375,47.80121895,17.47831644
Armenia,2003,Crops Primary,577675,3375730,3637298,16.8546462,398.8541296,0.425932899,62.47265193,83.62548005,25.34366224
Armenia,2004,Crops Primary,610081,4044553,3952550,13.81494296,441.4285649,0.3694603,53.62644687,47.72160404,8.772379839
Armenia,2005,Crops Primary,618606,4482384,4741491,18.27538231,418.3071198,-0.776903528,53.80061393,38.09651756,31.92635361
Armenia,2006,Crops Primary,534299,4350998,4895768,19.23343059,400.8780634,-1.141963466,46.8231969,93.1657747,23.20049751
Armenia,2007,Crops Primary,572037,5194808,5222649,7.834441966,430.2005463,0.683443624,75.46595686,49.12334147,26.13502995
Armenia,2008,Crops Primary,567737,5213495,5311423,17.81643071,420.8305873,0.131538698,62.77243988,5.542663325,26.10641
Armenia,2009,Crops Primary,549648,5116882.1,5425324,25.67374968,406.7579779,-0.997003437,52.75291317,66.94094452,14.83739128
Armenia,2011,Crops Primary,535380,4989328,5074756,17.92678178,364.2261466,-0.565674401,53.30562368,55.66761958,20.61004477
Armenia,2012,Crops Primary,573303,5577472,5604034,17.51310425,369.1931231,-0.326865371,30.82312055,70.72901396,33.99483936
Armenia,2013,Crops Primary,589518,5861372,5637583,12.3125359,363.6811092,0.002414576,42.04412647,28.08194693,21.52481339
Armenia,2014,Crops Primary,599578,6242845,5801484,16.63122007,376.9488559,0.646915029,68.71618459,60.22373566,20.64629355
Armenia,2015,Crops Primary,624176,6577124.08,6297351,18.98140221,369.8011344,-0.378185929,69.72809048,50.68886501,36.11469209
Armenia,2016,Crops Primary,639435,5833711.94,5491650,9.354098331,401.373527,0.773839915,78.95680735,59.5362795,5.046786691
Armenia,2017,Crops Primary,541117,5181305.54,5559084,16.91423737,400.3886675,0.097195542,30.47085969,55.32314924,29.5813362
Armenia,2018,Crops Primary,469533,4145110.34,5240205,14.05148486,447.6518177,-0.42017546,47.34900456,26.41983109,16.70606681
Armenia,2019,Crops Primary,436709,3783821.02,5220029,11.47534678,443.416498,0.110842161,23.34004745,59.27821727,24.46024901
Armenia,2020,Crops Primary,441160,4061355.04,5445210,17.11090489,397.0558887,0.155933036,70.52915906,28.5785667,41.18557555
Armenia,2021,Crops Primary,436645,3795771.26,5518698,14.00563601,430.3878891,0.45528434,47.1958012,43.77082883,30.96344138
Armenia,2022,Crops Primary,420058,3920455.86,5597092,19.0637725,396.7309142,0.071682753,46.55897796,40.89550279,24.66748459
Australia,2000,Crops Primary,39607792,165101185.8,10799180,17.15336313,415.4757196,0.342752106,78.18498676,37.20122702,39.40704867
Australia,2001,Crops Primary,41124935,146278183.6,10822933,17.34992308,351.3462382,1.03868551,54.68165819,75.02073768,37.32753378
Australia,2003,Crops Primary,38915090,128052534.6,10803326,14.28674995,419.6584842,-0.328393547,86.47945288,61.18352466,48.14735909
Australia,2005,Crops Primary,45039426,165673784.4,11277908,17.81491576,393.5306712,0.123575705,65.72962659,19.54776824,28.44353023
Australia,2006,Crops Primary,43189931,172586103.7,11389778,14.13588851,433.938949,-1.128371661,37.09702125,31.72901693,13.99682947
Australia,2007,Crops Primary,40574161,126066412.1,11671547,17.06199658,361.4888149,0.005092756,74.12045168,40.44424062,25.80497475
Australia,2010,Crops Primary,45852369,149122875,11190520,16.17601524,376.181101,-1.128359248,46.32353424,52.00577806,27.83326209
Australia,2011,Crops Primary,43113052,149829485.7,10705422,11.64625713,355.2103879,0.768352934,52.11731282,28.24005556,12.59450657
Australia,2012,Crops Primary,43891982,158532216.1,11084818,12.72219391,390.201269,-0.076973043,49.27646398,62.68365433,16.95010285
Australia,2013,Crops Primary,41178256,145980984.8,11784972,14.37842501,370.0701516,1.35450642,91.29755506,56.4640603,38.99898855
Australia,2014,Crops Primary,40474410,156720131.8,11369313,13.02493239,403.4083968,0.650345716,39.9518419,51.90366995,26.38021253
Australia,2015,Crops Primary,41048157,158118591.1,11869591,9.705148725,410.989914,0.424453442,62.22014041,56.39009457,40.99899646
Australia,2016,Crops Primary,40499411,160752562.4,11853302,16.16655815,409.0657769,-0.146356514,69.41046424,43.20241285,21.4893986
Australia,2017,Crops Primary,44462397,197917090,11942610,17.85729978,370.4016064,0.182334816,18.90199276,15.87162271,36.582432
Australia,2018,Crops Primary,40386434,156708157.4,11776757,15.61342528,355.4023156,0.74377774,72.05759467,24.88802131,30.66176621
Australia,2019,Crops Primary,38051850,141957852.8,11948871,16.6994369,400.059258,-0.018457071,70.17942263,38.79085961,20.04656731
Australia,2020,Crops Primary,36695634,131720130.1,12006085,20.60948803,403.5947568,0.058981702,41.31935202,62.33564789,26.12059613
Australia,2021,Crops Primary,45877931,188111658.4,12033668,20.14150273,374.1973525,-0.289992831,52.37049451,45.42332618,33.09114059
Austria,2000,Crops Primary,2040339,19246144.2,16083931.48,16.3853954,352.4782718,0.251233272,23.84867255,37.92099235,27.45962516
Austria,2001,Crops Primary,2024650,20188288.49,15842535.97,8.264113318,453.9072142,0.595943719,40.35584658,66.40795536,23.18172253
Austria,2002,Crops Primary,2000562,20626782.71,16306912.53,14.01632127,428.949538,-1.636587996,62.46333111,77.39283656,34.1803662
Austria,2003,Crops Primary,1989672,18279789.06,17612034.61,13.60890095,434.3798588,-0.090239274,27.49668592,29.96431561,19.89180923
Austria,2004,Crops Primary,2007182,21734016.06,17234620.62,23.8546862,384.1816656,2.103256928,89.77692595,23.05992962,7.37886711
Austria,2006,Crops Primary,1918351,18943262.19,17146294.34,15.24355593,438.7402949,0.529878733,59.6952695,66.99600152,31.74033601
Austria,2007,Crops Primary,1985083,20043143.23,18965626.68,13.46957069,456.8676854,0.472780953,49.94969045,78.37626986,3.664358072
Austria,2009,Crops Primary,2013529,21765520.65,19897794,10.97278342,405.2144672,0.185650267,87.38273832,33.11785498,22.51745527
Austria,2010,Crops Primary,1978262,19997062.03,16398622,15.58673411,380.2145183,0.904676149,47.77658877,34.24518054,18.04613614
Austria,2011,Crops Primary,1958600,23433094.15,19231407,17.69463162,369.199672,-0.229356198,50.85060434,41.85636723,19.09897763
Austria,2012,Crops Primary,1963478,20177359.02,17678540,21.85106699,352.4740998,-0.821868589,89.33789875,15.7195977,29.52877395
Austria,2014,Crops Primary,1972595.08,24502729.35,18500798,20.9547904,411.0580757,0.049247983,50.54586402,24.46177819,23.97875895
Austria,2015,Crops Primary,1919900.54,19394645.26,17542031,17.1520332,379.5590466,0.15883335,28.02204187,53.35922392,41.39743894
Austria,2016,Crops Primary,1929814.09,22456755.63,16294968,11.82356213,442.1628467,-0.449252497,64.5692482,84.03873192,28.84850699
Austria,2017,Crops Primary,1929887,19928570.81,16682076,17.8631444,391.6722593,1.24119374,53.71283625,76.98393371,31.02002659
Austria,2019,Crops Primary,1888470,19102610,16648042,12.97510974,345.6334825,-0.143981814,41.20148779,52.8729688,23.27329969
Austria,2020,Crops Primary,1864370,20301810,18152644,19.92785511,389.5142806,-0.163941283,54.27567879,94.5876586,31.46730659
Austria,2022,Crops Primary,1872810,20086050,17806570,10.80429034,360.290893,0.500939971,28.81967131,43.25296772,26.89526806
Azerbaijan,2000,Crops Primary,1881130,7297633.13,4271451,16.83637598,341.3246787,0.328140541,60.72419935,64.29412426,43.06831233
Azerbaijan,2001,Crops Primary,2131330,8896800.39,4511584,14.72688904,395.6522832,-0.124938522,62.45148779,36.30123451,19.90324264
Azerbaijan,2002,Crops Primary,2225623,9809633.8,4995368,18.04020201,325.6143314,-1.439922568,91.62704634,30.09506636,24.9480346
Azerbaijan,2004,Crops Primary,2264433,10159690.75,4107437,18.62385523,421.3965027,0.5837902,49.24497172,7.755476001,24.00126159
Azerbaijan,2005,Crops Primary,2303859,11110292.6,4654737,16.27924871,406.4472539,-0.906834102,71.58800973,55.79966837,24.03832879
Azerbaijan,2006,Crops Primary,2263151,11351701.05,5096803,13.94373613,361.995213,-0.443421597,43.69120127,51.42684892,38.54100678
Azerbaijan,2007,Crops Primary,2171662,11516263.6,4850316,16.14109962,370.94503,0.839683975,34.82468176,57.62095422,37.86502509
Azerbaijan,2008,Crops Primary,2429156,12402283.2,5176124,7.470741175,423.6082607,1.098149768,38.09341607,47.65153118,16.45953812
Azerbaijan,2010,Crops Primary,2571809,11394562.92,5020116,20.77975047,391.5505484,0.25629593,44.23218339,37.30038391,7.766242837
Azerbaijan,2011,Crops Primary,2593890,12471900.32,5101974,18.35319987,319.602584,0.408475927,14.80839984,77.98868446,30.32339773
Azerbaijan,2013,Crops Primary,2783041,13531031.27,5514912,16.79715921,342.3392985,0.243296125,44.02097983,53.1422054,24.82366327
Azerbaijan,2014,Crops Primary,2616814,11957200.23,5207407,14.45963134,401.9793137,-0.919314939,84.19655023,45.72215145,13.98873774
Azerbaijan,2015,Crops Primary,2540376,13567378.88,5606635,15.87993352,383.6964648,-0.163759897,86.658086,37.56335512,22.32651129
Azerbaijan,2016,Crops Primary,2679597,14045260.62,5997735,14.77228106,373.8501618,0.379611766,48.0141143,54.37019679,21.80907664
Azerbaijan,2017,Crops Primary,2724573,14411885.21,6003754,11.43495603,471.9400697,-1.184959893,89.62128762,92.27897708,4.089489514
Azerbaijan,2018,Crops Primary,2932679,15171680.58,6625973,14.68981146,321.6003875,0.490420932,2.251124296,3.931853861,39.09808927
Azerbaijan,2019,Crops Primary,2886066,16385656.48,7030398,17.93559947,354.360402,0.848073308,58.74786273,70.86039463,24.45256993
Azerbaijan,2020,Crops Primary,2717175,16064531.82,7437757,13.96220287,400.6672717,0.379663855,19.73310121,79.34932857,31.02452291
Azerbaijan,2021,Crops Primary,2753609,16503633.97,7080306,17.84546602,405.6760586,-0.611549411,70.91929308,57.50818347,34.74265896
Azerbaijan,2022,Crops Primary,2717401,16331460.21,7464139,23.41184522,371.6019918,0.361839367,4.87613066,57.46365732,44.20105737
Bahamas,2001,Crops Primary,15470,267972,2315372,12.45734387,483.912466,1.913191229,16.0233817,83.76258981,11.86207064
Bahamas,2002,Crops Primary,14122,229170,2328808,13.21257608,357.6917277,-0.452660223,55.26661677,60.39317558,15.49453996
Bahamas,2003,Crops Primary,14236,227162.3,2352952,7.038292405,420.6212696,0.720732737,49.82206907,34.61550828,21.22106627
Bahamas,2004,Crops Primary,14740,239626.22,2428143,16.84675519,404.0257956,1.383245122,34.44580103,38.11701519,18.20849415
Bahamas,2005,Crops Primary,14632,237860.93,2443744,10.54860717,435.0502608,-1.155714074,17.48911489,53.80320539,3.52626955
Bahamas,2006,Crops Primary,15600,261165.04,2505212,14.88516078,415.9187505,-0.496656257,54.87668876,71.2883421,21.08679751
